,job title,more info,job_company,job_location,skill requirement 1,skill requirement 2,skill requirement 3,posted time
2946,IT Security (Staff to Manager Level),https://th.jobsdb.com//th/en/job/it-security-staff-to-manager-level-300003002449855?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2947&jobId=jobsdb-th-job-300003002449855,"Toyota Leasing (Thailand) Co., Ltd.",Bangrak,Information Security policies and standard,Developing or maintaining IT Risk Assessment,IT Security for assistant manager level,8d ago
2947,HR&GA Senior Manager/Manager,https://th.jobsdb.com//th/en/job/hr-ga-senior-manager-manager-300003002459641?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2948&jobId=jobsdb-th-job-300003002459641,"transcosmos (Thailand) Co., Ltd. (Head Office)",Dindaeng,,,,6d ago
2948,Test Manager / Test Lead,https://th.jobsdb.com//th/en/job/test-manager-test-lead-300003002449314?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2949&jobId=jobsdb-th-job-300003002449314,K.Stone Corporation Ltd.,Jatuchak,Thai nationality with age between 35 – 50 years,Exp. in Software Testing at least 7 years,Exp. in Banking Business will be an advantage,8d ago
2949,Sales Capability Manager,https://th.jobsdb.com//th/en/job/sales-capability-manager-300003002459517?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2950&jobId=jobsdb-th-job-300003002459517,"Mondelez International ( Thailand ) Co., Ltd.",Sathorn,Sales Capability,RTM Model & Strategy,Sales,6d ago
2950,Compliance Supervisor,https://th.jobsdb.com//th/en/job/compliance-supervisor-300003002455571?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2951&jobId=jobsdb-th-job-300003002455571,The Falcon Insurance Public Company Limited,Huaykwang,,,,6d ago
2951,พนักงานสัมภาษณ์ทางโทรศัพท์,https://th.jobsdb.com//th/en/job/%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%B1%E0%B8%A1%E0%B8%A0%E0%B8%B2%E0%B8%A9%E0%B8%93%E0%B9%8C%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%9E%E0%B8%97%E0%B9%8C-300003002449849?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2952&jobId=jobsdb-th-job-300003002449849,"Infosearch Co., Ltd.",Bangrak,ชาย-หญิง อายุ 18 ปีขึ้นไป,กำลังศึกษาหรือจบการศึกษาระดับปริญญาตรีขึ้นไป,พูดจาเสียงดัง ชัดเจน สุภาพ,8d ago
2952,| Project Manager | /4782/,https://th.jobsdb.com//th/en/job/%7C-project-manager-%7C-4782-300003002449290?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2953&jobId=jobsdb-th-job-300003002449290,The Siam Cement Public Company Limited (SCG),Bangsue,Project Manager Project Management,Information Technology IT Computer Engineering,Computer Science Business Analytics Data Analytics,8d ago
2953,Marketing Manager - NARS Cosmetics,https://th.jobsdb.com//th/en/job/marketing-manager-nars-cosmetics-300003002450681?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2954&jobId=jobsdb-th-job-300003002450681,"Shiseido (Thailand) Co., Ltd.",Klongtoey,,,,7d ago
2954,Architect/สถาปนิก,https://th.jobsdb.com//th/en/job/architect-%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%9B%E0%B8%99%E0%B8%B4%E0%B8%81-300003002455730?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2955&jobId=jobsdb-th-job-300003002455730,"P. Ninety Two Co., Ltd.",Huaykwang,,,,6d ago
2955,Network Engineer (Network and InfoSec Solutions),https://th.jobsdb.com//th/en/job/network-engineer-network-and-infosec-solutions-300003002464098?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2956&jobId=jobsdb-th-job-300003002464098,Terabyte Net Solution Public Company Limited,Huaykwang,Implement and support data communication network,Cisco Certified (CCNA) will be advantage,"Near MRT Sutthisan, Flexible working hour",6d ago
2956,Performance & Organization Division Manager,https://th.jobsdb.com//th/en/job/performance-organization-division-manager-300003002459355?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2957&jobId=jobsdb-th-job-300003002459355,Siam City Cement Public Company Limited,Klongtoey,"Searches for solutions, create follow up mechanism",Facilitates a collaboration within and across dept,Supports the organization’s vision,6d ago
2957,Senior Android Developer / System Analyst (Android)/นักพัฒนาแอพลิเคชั่นบนมือถือแอนดรอยด์,https://th.jobsdb.com//th/en/job/senior-android-developer-system-analyst-android-%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B9%81%E0%B8%AD%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B9%80%E0%B8%84%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B8%9A%E0%B8%99%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%96%E0%B8%B7%E0%B8%AD%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B8%A3%E0%B8%AD%E0%B8%A2%E0%B8%94%E0%B9%8C-300003002453727?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2958&jobId=jobsdb-th-job-300003002453727,Aware Technology Solutions Corporation Ltd. (ATS),Phayathai,Mobile Development Project with great team work,Java based-mobile application environment,Java & Kotlin with great benefits in gorgeous Area,8d ago
2958,Financial Planning & Analysis Manager,https://th.jobsdb.com//th/en/job/financial-planning-analysis-manager-300003002450618?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2959&jobId=jobsdb-th-job-300003002450618,Ancor Thailand,Bangkok Area - Pathumthani,Experiences in Oracle is a must,Annual budgeting and support management team,Strategic and commercial support,7d ago
2959,Transport Supervisor (Bangna-Trad Km.23),https://th.jobsdb.com//th/en/job/transport-supervisor-bangna-trad-km-23-300003002455153?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2960&jobId=jobsdb-th-job-300003002455153,Kuehne+Nagel Limited,Bangkok Area - Samutprakarn,Prior experience in Less-than-truckload (LTL),Experience with leading transport planning tool,Good command of written and spoken English,6d ago
2960,System Engineer - 1 year Contract,https://th.jobsdb.com//th/en/job/system-engineer-1-year-contract-300003002463784?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2961&jobId=jobsdb-th-job-300003002463784,"BBTV New Media Co., Ltd.",Pathumwan,5+ years of experience in IT managment,Hands-on experienced with databases,Good maintenance and technical skills,6d ago
2961,Operation Supervisor,https://th.jobsdb.com//th/en/job/operation-supervisor-300003002456344?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2962&jobId=jobsdb-th-job-300003002456344,AGB Nielsen Media Research (Thailand) Ltd. (Head Office),Bangrak,Bachelor Degree in Technical/Science Field,Good knowledge of Windows operating systems,Data processing & Quality Customer Service,19d ago
2962,Financial Controller (Require CPA) - Laem Chabang Port - up to 200K,https://th.jobsdb.com//th/en/job/financial-controller-require-cpa-laem-chabang-port-up-to-200k-300003002450279?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2963&jobId=jobsdb-th-job-300003002450279,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Chonburi,10y+ in management/ supervisory in account/finance,"Knowledge in Budget, Financial report, BOI, Tax",Good in English (Work with global),7d ago
2963,Application Support / Application Support Engineer (Chiang Mai Office)/แอพลิเคชั่นซัพพอร์ต (ประจำออฟฟิตเชียงใหม่),https://th.jobsdb.com//th/en/job/application-support-application-support-engineer-chiang-mai-office-%E0%B9%81%E0%B8%AD%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B9%80%E0%B8%84%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B8%8B%E0%B8%B1%E0%B8%9E%E0%B8%9E%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%95-%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%88%E0%B8%B3%E0%B8%AD%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B4%E0%B8%95%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-300003002454196?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2964&jobId=jobsdb-th-job-300003002454196,Aware Corporation Limited,Chiang Mai,Support Application for Hi-Tech Company,Work with leading E-Commerce company,A chance to improve your English skill,7d ago
2964,Process Control Accounting (25K-35K)(Job ID: 60209),https://th.jobsdb.com//th/en/job/process-control-accounting-25k-35k-job-id%3A-60209-300003002459431?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2965&jobId=jobsdb-th-job-300003002459431,"Reeracoen Recruitment Co., Ltd.",Yannawa,Degree in accounting or any related field,2 years in accounting with good knowledge of VAT,Computer literacy in Microsoft office,6d ago
2965,Senior Client Solution,https://th.jobsdb.com//th/en/job/senior-client-solution-300003002449526?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2966&jobId=jobsdb-th-job-300003002449526,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Klongtoey,6 years experiences in digital advertising agency,Excellent network with media agencies and client,Fluent Thai and English Speaker,8d ago
2966,IP Product Manager,https://th.jobsdb.com//th/en/job/ip-product-manager-300003002449551?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2967&jobId=jobsdb-th-job-300003002449551,PRTR Recruitment and Outsourcing,Bangkok,International Working Culture,Exciting Career Progression,Excellent Salary and Benefits Package,8d ago
2967,Accounting Chief (Consolidate),https://th.jobsdb.com//th/en/job/accounting-chief-consolidate-300003002449897?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2968&jobId=jobsdb-th-job-300003002449897,Somboon Advance Technology PCL,Bangplee,Bachelor’s or Master’s degree in Accounting,At least 5 years’ experience in Accounting,"Energetic, positive attitude, adaptable",8d ago
2968,Accountant based in Teparuk Plant,https://th.jobsdb.com//th/en/job/accountant-based-in-teparuk-plant-300003002450676?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2969&jobId=jobsdb-th-job-300003002450676,Seagate Technology (Thailand) Ltd.,Bangkok Area - Samutprakarn,Accounting/Accountant/Finance,Good at English,Samutprakarn/Korat,7d ago
2969,Project Manager - Mobile Application Development,https://th.jobsdb.com//th/en/job/project-manager-mobile-application-development-300003002450448?token=0~47accafe-77ea-4c2d-8f49-14ec5ed1a1b4&sectionRank=2970&jobId=jobsdb-th-job-300003002450448,"Data Wow Co., Ltd.",Prakanong,,,,7d ago
2970,COST ACCOUNTANT / PROJECT COST CONTROLLER,https://th.jobsdb.com//th/en/job/cost-accountant-project-cost-controller-300003002449732?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2971&jobId=jobsdb-th-job-300003002449732,"Fischer & Partners Co., Ltd.",Bangkok,Collect project cost information,Review standard and actual costs for inaccuracies,Responsible for AR and AP,8d ago
2971,Sr./Sales Executive,https://th.jobsdb.com//th/en/job/sr-sales-executive-300003002449836?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2972&jobId=jobsdb-th-job-300003002449836,"BCI Asia Construction Information Co., Ltd.",Pathumwan,,,,8d ago
2972,Partner Payment Manager,https://th.jobsdb.com//th/en/job/partner-payment-manager-300003002449884?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2973&jobId=jobsdb-th-job-300003002449884,"Delivery Hero (Thailand) Co., Ltd.",Huaykwang,7-8 years of experience in Finance Operation,Account Payable with great English Proficiency,Big 4 Audit Experience is an advantage,8d ago
2973,OTC Product Manager,https://th.jobsdb.com//th/en/job/otc-product-manager-300003002449781?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2974&jobId=jobsdb-th-job-300003002449781,"Exeltis (Thailand) Co.,Ltd.",Bangrak,University graduate in Pharmacy,5 years experience in OTC product management,8 yrs experience in a pharmaceutical (OTC/Ethical),8d ago
2974,"Presale Engineer – Cybersecurity - , Chatuchak, Bangkok - Up to 70K",https://th.jobsdb.com//th/en/job/presale-engineer-cybersecurity-chatuchak-bangkok-up-to-70k-300003002450697?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2975&jobId=jobsdb-th-job-300003002450697,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Jatuchak,2y+ in Security presale or engineering,"knowledge in Server, Network, Security, web tech","Graduated in computer science, IT etc.",7d ago
2975,Project Engineer (6 months contract),https://th.jobsdb.com//th/en/job/project-engineer-6-months-contract-300003002450673?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2976&jobId=jobsdb-th-job-300003002450673,"MMSVS Group Holding Co., Ltd.",Rayong,,,,7d ago
2976,"Senior Legal - Up to 65,000 THB - BTS Siam",https://th.jobsdb.com//th/en/job/senior-legal-up-to-65-000-thb-bts-siam-300003002450693?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2977&jobId=jobsdb-th-job-300003002450693,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Pathumwan,At least 5 years in Legal role,Has experience in daft & review contact agreement,Good Command of English,7d ago
2977,Technical Lead,https://th.jobsdb.com//th/en/job/technical-lead-300003002450442?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2978&jobId=jobsdb-th-job-300003002450442,Chubb Life Assurance Public Company Limited,Pathumwan,Strong experience in software development,"Fluent in English, background in Insurance",Strong leadership and communication skill,14d ago
2978,IT Security (SM-AVP),https://th.jobsdb.com//th/en/job/it-security-sm-avp-300003002450030?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2979&jobId=jobsdb-th-job-300003002450030,Kiatnakin Phatra Bank Public Company Limited,Wattana,experiences in cyber security area.,"certificates related to work e.g. CEH, Pentest+,",",Providing information security governance",8d ago
2979,Junior Lawyer,https://th.jobsdb.com//th/en/job/junior-lawyer-300003002450897?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2980&jobId=jobsdb-th-job-300003002450897,THAI UNION GROUP PCL.,Phayathai,"Min 3 Yrs in Legal Advice, Commercial Contracts",Lawyer license / Notarial Services Attorney,Good command of written and spoken English,7d ago
2980,Senior Key Account Executive (Modern Trade),https://th.jobsdb.com//th/en/job/senior-key-account-executive-modern-trade-300003002449298?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2981&jobId=jobsdb-th-job-300003002449298,Ocean Glass Public Company Limited,Wattana,3 years experience in Modern Trade,Good in English and negotiation skills,Working Mon - Fri / BTS Asoke,8d ago
2981,Product Lead/Product Owner,https://th.jobsdb.com//th/en/job/product-lead-product-owner-300003002450007?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2982&jobId=jobsdb-th-job-300003002450007,"Appsynth Asia Co., Ltd.",Dindaeng,,,,8d ago
2982,Meter Logistics and Stock Control,https://th.jobsdb.com//th/en/job/meter-logistics-and-stock-control-300003002456348?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2983&jobId=jobsdb-th-job-300003002456348,AGB Nielsen Media Research (Thailand) Ltd. (Head Office),Bangrak,Minimum 4 years of working experience,Management of all meter assets,Analyses and identifies the device/ system error.,19d ago
2983,Senior Product Designer (UXUI Designer) / Upto 100K/ @MRT Phaholyothin,https://th.jobsdb.com//th/en/job/senior-product-designer-uxui-designer-upto-100k-%40mrt-phaholyothin-300003002449304?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2984&jobId=jobsdb-th-job-300003002449304,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Jatuchak,Experience in design applications,5+ years in web application design CSS or related,@MRT Phaholyothin,8d ago
2984,Sales Engineer (Piping Equipment),https://th.jobsdb.com//th/en/job/sales-engineer-piping-equipment-300003002449757?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2985&jobId=jobsdb-th-job-300003002449757,Adecco Recruitment (Thailand) Limited,Prakanong,Sales Engineer,Piping Equipment,Bachelor’s degree in Engineering,8d ago
2985,IT Asset Management (IT Procurement),https://th.jobsdb.com//th/en/job/it-asset-management-it-procurement-300003002452853?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2986&jobId=jobsdb-th-job-300003002452853,PricewaterhouseCoopers ABAS Ltd. (PwC),Sathorn,IT procurement,Good at Microsoft Office and G-suite applications.,Assist with developing a standard image for PCs.,11d ago
2986,Senior Research Executive,https://th.jobsdb.com//th/en/job/senior-research-executive-300003002456343?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2987&jobId=jobsdb-th-job-300003002456343,AGB Nielsen Media Research (Thailand) Ltd. (Head Office),Bangrak,Design and development of questionnaires,Sports Research and Project Management,"Report Creation, Research Proposal & Presentation",19d ago
2987,Financial Risk Management and Compliance (เจ้าหน้าที่วิเคราะห์และพัฒนาการลงทุน)/ปฏิบัติงานด้านการบริหารความเสี่ยงจากการลงทุนและกำกับการลงทุน,https://th.jobsdb.com//th/en/job/financial-risk-management-and-compliance-%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%A7%E0%B8%B4%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%B0%E0%B8%AB%E0%B9%8C%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A5%E0%B8%87%E0%B8%97%E0%B8%B8%E0%B8%99-%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%9A%E0%B8%B1%E0%B8%95%E0%B8%B4%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A5%E0%B8%87%E0%B8%97%E0%B8%B8%E0%B8%99%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A5%E0%B8%87%E0%B8%97%E0%B8%B8%E0%B8%99-300003002450707?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2988&jobId=jobsdb-th-job-300003002450707,Mahidol University,Bangkok Area - Nakornpatom,,,,14d ago
2988,Digital Marketing Officer,https://th.jobsdb.com//th/en/job/digital-marketing-officer-300003002449802?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2989&jobId=jobsdb-th-job-300003002449802,"Donuts Bangkok Co., Ltd.",Huaykwang,,,,14d ago
2989,"Supervisor, Media Operations",https://th.jobsdb.com//th/en/job/supervisor-media-operations-300003002459927?token=0~7f4d54e3-fe6e-48b2-84c6-a9e1eb48d0fc&sectionRank=2990&jobId=jobsdb-th-job-300003002459927,AGB Nielsen Media Research (Thailand) Ltd. (Head Office),Bangrak,Experience in Project Management / Fieldwork,Supervisor and Leadership skill required,Expert in Operation Execution,13d ago
